id,air_date,episode_number,name,overview,runtime,season_number,vote_average,list_of_characters,average_character_popularity
85987,1994-09-22,1,Pilot,"An introduction to the gang. After Rachel leaves her fiancé at the altar, she moves in with Monica and finds that independence is not so easy, particularly without Daddy's credit cards.",23,1,7.081,"['Paul', 'Franny', 'Jasmine']",7.465333333333334
86012,1994-09-29,2,The One with the Sonogram at the End,"Ross's lesbian ex-wife, Carol, is pregnant with his child, and he doesn't like her choice of last name for the baby. Rachel finds out that her ex-fiancé went on what would have been their honeymoon with her maid of honor.",23,1,7.333,"['Carol Willick', 'Dr. Oberman', 'Robbie', 'Marsha', 'Barry Farber', 'Jack Geller', 'Susan Bunch', 'Judy Geller', 'Gunther']",10.37188888888889
85981,1994-10-06,3,The One with the Thumb,Monica finds it difficult to break up with her latest boyfriend whom everyone likes; Chandler is reunited with his beloved cigarettes; Phoebe receives a large sum of money.,23,1,8.13,"['Lizzy', 'Paula', 'Alan', 'Gunther']",9.01425
85983,1994-10-13,4,The One with George Stephanopoulos,"While the men attend a hockey game and end up at a hospital, a delivery man accidentally brings a pizza meant for George Stephanopoulos, who lives across the street from the girls; they decide to peek at the former White House advisor with their binoculars.",23,1,7.84,"['Nurse Sizemore', 'Joanne', 'Leslie', 'Pizza Guy', 'Bratty Boy', 'Kiki', 'Gunther']",6.773571428571429
86034,1994-10-20,5,The One with the East German Laundry Detergent,"While Chandler and Phoebe decide to break up with their significant others on the same night, Ross helps Rachel do laundry and considers the evening a first date. Joey has Monica pose as his new girlfriend, because he wants to get back with the girl he just dumped.",23,1,8.041,"['Horrible Woman', 'Angela', 'Bob', 'Janice', 'Gunther']",8.251
86017,1994-10-27,6,The One with the Butt,Joey gets his big film break when he's hired to be Al Pacino's stunt butt. Ross tries to be less conservative and Chandler thinks his fantasies have come true when he has an affair with a married woman.,21,1,7.7,['Aurora'],16.239
86027,1994-11-03,7,The One with the Blackout,"A power outage leaves Chandler stranded in an ATM vestibule with Victoria's Secret model Jill Goodacre, whom he desperately tries to impress, Ross tries to ask Rachel out on a date, and Joey learns that Monica used to be infatuated with him.",23,1,8.469,"['Jill Goodacre', 'Mr. Heckles', 'Paolo']",7.126
85990,1994-11-10,8,The One Where Nana Dies Twice,"Monica and Ross mourn the death of their grandmother with a little help from the gang, and Monica and her mom come to an unspoken understanding about the relationship between mothers and daughters. Meanwhile, Chandler is irritated by office speculation that he is gay.",23,1,7.837,"['Aunt Lillian', 'Lowell', 'Shelley', 'Jack Geller', 'Judy Geller', 'Andrea']",9.672666666666666
85979,1994-11-17,9,The One Where Underdog Gets Away,Monica's first Thanksgiving dinner for the gang goes horribly wrong when they all run to the rooftop to see the runaway Underdog balloon from the parade.,23,1,8.043,"['Terry', 'Susan Bunch', 'Carol Willick', 'Gunther']",14.485000000000001
86043,1994-12-15,10,The One with the Monkey,"The gang makes--then breaks--a pact to celebrate New Year's Eve without dates. Ross compensates for his loneliness by getting a roommate, a monkey named Marcel.",23,1,8.0,"['Fun Bobby', 'David', 'Max', 'Sandy', 'Janice', 'Gunther']",12.152833333333334
86066,1995-01-05,11,The One with Mrs. Bing,"Chandler's romance-novelist mother comes to New York to visit him, and Joey catches her and Ross kissing.",23,1,7.978,"['Nora Bing', 'Jay Leno', 'Paolo', 'Coma Guy', 'Gunther']",14.135399999999999
86090,1995-01-12,12,The One with the Dozen Lasagnas,"Everyone knows the sex of Ross's baby, except for Ross, who doesn't want to find out until it's born. Monica gives Paolo one of the dozen lasagnas she made for her aunt, who doesn't want them anymore because they've got meat in them.",23,1,7.826,"['Paolo', 'Roger', 'Jasmine', 'Susan Bunch', 'Carol Willick', 'Gunther']",14.628166666666667
86077,1995-01-19,13,The One with the Boobies,"Chandler accidentally sees Rachel wandering around topless after her shower, so Rachel tries to even the score. And no one can stand Phoebe's new boyfriend, an irritating guy named Roger.",23,1,8.283,"['Gloria Tribianni', 'Ronni', 'Joey Tribianni Sr.', 'Roger']",17.868000000000002
86048,1995-02-09,14,The One with the Candy Hearts,"Ross's first date in nine years is on Valentine's Day with a beautiful neighbor. Susan and Carol, also out on a romantic date; end up at the same restaurant. Joey sets Chandler up on a blind date. And Phoebe, Rachel and Monica decide to spend the holiday building a boyfriend bonfire in their apartment.",23,1,8.1,"['Lorraine', 'Fireman Ed', 'Fireman Dave', 'Fireman Charlie', 'Kristen', 'Janice', 'Susan Bunch', 'Carol Willick']",10.42825
86068,1995-02-16,15,The One with the Stoned Guy,"Monica cooks a gourmet meal for a restaurateur looking for a new chef but, unfortunately, he's stoned. After working as a data processing permanent temp for five years, Chandler gets promoted. And Ross has a date with a beautiful colleague.",23,1,8.182,"['Celia', 'Steve', 'Ms. Tedlock', 'Mr. Douglas', 'Gunther']",8.533199999999999
86067,1995-02-23,16,The One with Two Parts (1),"Joey falls for Phoebe's twin sister, Ursula, making Phoebe feel neglected. Ross has doubts about parenthood when he attends Lamaze classes with Carol and Susan. Meanwhile, Chandler finds himself between a rock and a hard place, when he is told to fire an employee he is attracted to.",23,1,7.841,"['Mr. Heckles', 'Nina Bookbinder', 'Jamie Buchman', 'Lamaze Teacher', 'Fran Devanow', 'Mr. Douglas', 'Susan Bunch', 'Carol Willick', 'Gunther']",14.331000000000001
86072,1995-02-23,17,The One with Two Parts (2),"When Rachel sprains her ankle and has no insurance, she cajoles Monica into trading identities so she can use Monica's coverage. When Phoebe's twin sister, Ursula, breaks Joey's heart, Phoebe tries to fix it.",23,1,8.256,"['Michael Mitchell', 'Jeffrey Rosen', 'Admissions Nurse', 'Jack Geller', 'Gunther']",17.064799999999998
86086,1995-03-02,18,The One with All the Poker,"Tired of being referred to by customers as ""Excuse me"" Rachel interviews for a job as an assistant buyer at Saks Fifth Avenue. She also sees another side of the usually docile Ross when the girls face the boys during a not-so-friendly game of poker.",23,1,8.5,"['Aunt Iris', 'Gunther']",8.6195
86060,1995-03-09,19,The One Where the Monkey Gets Away,"The gang searches frantically for Marcel, who slipped out of the apartment while Rachel was baby-sitting him. Just as it looks as though Rachel and Ross might actually spend a romantic evening together, her ex-fiancé barges in and declares his love for her.",23,1,8.119,"['Mr. Heckles', 'Barry Farber', 'Luisa Gianetti', 'Samantha', 'Tia', 'Gunther']",7.696333333333333
86091,1995-04-06,20,The One with the Evil Orthodontist,"Rachel and Barry start dating again, which is kind of awkward since he's now engaged to Mindy, who wants Rachel to be her maid of honor. Meanwhile, Chandler goes nuts when a woman he likes won't return his phone calls.",23,1,8.0,"['Mindy', 'Barry Farber', 'Danielle', 'Bobby', 'Gunther']",8.5778
86093,1995-04-27,21,The One with the Fake Monica,"When Monica's credit card is stolen, she, along with Phoebe and Rachel, decide to catch the thief. Joey enlists his friends to help him come up with a less ethnic-sounding stage name. And  Ross finds out that Marcel has reached sexual maturity and needs to be with other monkeys.",23,1,7.881,"['Dr. Baldharar', 'Fake Monica', 'Teacher', 'Judy Geller', 'Gunther']",6.4732
86094,1995-05-04,22,The One with the Ick Factor,"After losing his virginity to her, Monica's boyfriend reveals that he's a high school senior. When Phoebe temps as Chandler's secretary, she finds out a secret.",23,1,8.119,"['Ethan', 'Gunther']",5.9544999999999995
86092,1995-05-11,23,The One with the Birth,"As Monica's biological clock ticks away like a time bomb, Carol goes into labor. Ross, Susan and Phoebe end up getting locked in a closet just as Carol's about to give birth to the baby. And Rachel flirts with an OB/GYN.",23,1,8.3,"['Roy', 'Dr. Franzblau', 'Lydia', 'Nurse', 'Janitor', 'Susan Bunch', 'Carol Willick']",12.178285714285716
86095,1995-05-18,24,The One Where Rachel Finds Out,"Joey's new girlfriend wants to go to bed with him but he can't, yet. During Rachel's birthday party, Chandler accidentally lets it slip that Ross is in love with her. However, Ross is on his way to China and Rachel can't decide whether she wants to be more than friends with Ross.",23,1,8.488,"['Melanie', 'Julie', 'Carl', 'Flight Representative']",9.8105
86118,1995-09-21,1,The One with Ross's New Girlfriend,"Rachel waits patiently at the airport for Ross, returning from China. Meanwhile, after giving Joey and Chandler new haircuts, Phoebe is persuaded to cut Monica's hair. And Joey learns that his tailor is a very naughty man.",23,2,8.4,"['Paolo', 'Julie', 'Frankie']",10.895333333333333
86113,1995-09-28,2,The One with the Breast Milk,"The guys are uncomfortable with the thought of Carol's breast milk while Rachel is upset by Monica's growing friendship with Julie. Meanwhile, Joey competes with a fellow cologne spritzer for the affections of a beautiful colleague.",23,2,7.927,"['Annabelle', 'Julie', 'Hombre Man', 'Susan Bunch', 'Carol Willick', 'Gunther']",17.871166666666667
86231,1995-10-05,3,The One Where Heckles Dies,"After Mr. Heckles dies and leaves all his belongings to Monica and Rachel, Chandler discovers eerie similarities between the late eccentric man and his own life. Ross and Phoebe have a dispute over the progression of evolution.",23,2,8.4,"['Mr. Heckles', 'Buddy Doyle', 'Mr. Treeger', 'Janice']",11.97775
86233,1995-10-12,4,The One with Phoebe's Husband,The gang is amazed to learn that Phoebe married a gay Canadian ice dancer to help him get his green card. And Ross seeks relationship advice from Rachel.,23,2,7.974,"['Duncan', 'Julie', 'Woman on Bench', 'Gunther']",15.115749999999998
86120,1995-10-19,5,The One with Five Steaks and an Eggplant,"When a sexy woman calls the wrong number, Chandler seeks to make the most of the situation. And income issues divide the friends. Monica, Ross and Chandler have money, while Phoebe, Rachel and Joey don't.",23,2,8.116,"['Jade', 'Steven Fishman', 'Gunther']",8.477333333333334
86121,1995-11-02,6,The One with the Baby on the Bus,"Chandler and Joey lose Ross's son, Ben and while checking out women on a bus. Phoebe loses her Central Perk singing gig to a professional singer. And Ross has an allergic reaction to Monica's kiwi-lime pie.",23,2,8.333,"['Caroline Duffy', 'Terry', 'Stephanie Schiffer', 'Robin', 'Dr. Karl', 'Jim', 'Becky', 'Condom Boy', 'Gunther']",14.69211111111111
86129,1995-11-09,7,The One Where Ross Finds Out,"A drunken Rachel is persuaded to call Ross and reveal her feelings for him on his answering machine. Now, Ross must make a decision between her and Julie. Meanwhile, Monica finds work as Chandler's personal trainer and Phoebe has a hard time trying to get her boyfriend to have sex with her.",23,2,8.714,"['Michael', 'Phone Guy', 'Julie', 'Gunther']",12.127749999999999
86098,1995-11-16,8,The One with the List,"Ross enlists Joey and Chandler to help with his decision to choose Julie or Rachel by making a list of the pros and cons of each. Big mistake. Meanwhile, Monica gets a job making food with a synthetic chocolate substitute called Mockolate.",23,2,8.15,"['Mr. Rastatter', 'Julie', 'Gunther']",19.048666666666666
86230,1995-12-14,9,The One with Phoebe's Dad,"It's Christmas time and Monica tries tipping with cookies, rather than cash, with mixed results. Phoebe tries to track down her real father. And Chandler and Joey wait too late to shop for presents.",23,2,7.829,"['Frances', 'Mr. Treeger', 'Gunther']",10.086
86131,1996-01-04,10,The One with Russ,"Monica gets back together with Fun Bobby. Joey lands a role of a neurosurgeon on Days of Our Lives. And Rachel, dating a guy named Russ, can't see his uncanny resemblance to Ross.",23,2,8.0,"['Fun Bobby', 'Estelle Leonard', 'Julie']",12.145666666666665
86102,1996-01-18,11,The One with the Lesbian Wedding,Monica caters the wedding of Ross's ex-wife and her lesbian lover. Phoebe is possessed by the spirit of an 82-year-old massage client who dies in the middle of a session. And Rachel's mom comes to visit and drops a bombshell.,23,2,8.125,"['Minister', 'Sandra Green', 'Mr. Adelman', 'Chrissy', 'Woman', 'Susan Bunch', 'Carol Willick']",8.864
86132,1996-01-28,12,The One After the Super Bowl (1),"Ross goes to visit Marcel, his monkey, while on a trip to California. Joey gets his first fan letter and ends up dating the woman. Phoebe is asked to sing for the children at the library, but their parents are horrified by her lyrics.",23,2,8.333,"['Erika Ford', 'Rob Donnen', 'Security Guard', 'Zoo Keeper', 'Mr. Lipson', 'Kid', 'Monkeyshine Guy', 'Waiter', 'Coma Woman', 'Mike Horton']",11.9976
4537938,1996-01-28,13,The One After the Super Bowl (2),Rachel and Monica compete for the affections of Jean-Claude Van Damme after meeting him on a movie set. Chandler meets a former schoolmate while an excited Joey gets a role as an extra in the movie. Ross and Marcel go on a whirlwind tour of the city.,23,2,8.286,"['Susie', 'Self', 'Cathy']",28.17833333333333
86097,1996-02-01,14,The One with the Prom Video,"After getting his big break, with Days of Our Lives, Joey pays Chandler back. Monica is unemployed and hard up for money. Monica and Rachel's prom video reveals Monica's former girth, Rachel's former nose and the way Ross has always felt about Rachel.",23,2,9.0,"['Restaurant Manager', 'Jonathan', 'Roy Gublik', 'Gail', 'Jack Geller', 'Judy Geller']",7.555666666666667
86134,1996-02-08,15,The One Where Ross and Rachel... You Know,"Joey buys a big screen TV and two leather recliners with his newfound money. Monica has a catering job for one of her parents' friends and becomes infatuated. Ross and Rachel attempt to have their first real date, but Rachel laughs every time they kiss. When they try again the next evening, they are interrupted when Ross is called into the museum.",23,2,8.575,['Richard Burke'],38.062
87700,1996-02-15,16,The One Where Joey Moves Out,"After having a fight with Chandler, Joey decides to move out. Rachel and Phoebe decide to get tattoos. And, on his birthday, Mr. Geller receives the unsettling news that his best friend and his daughter are dating.",23,2,8.513,"['Richard Burke', 'Bob', 'Emily', 'Tattoo Artist', 'Arik', 'Jack Geller', 'Judy Geller']",11.847285714285714
86157,1996-02-22,17,The One Where Eddie Moves In,"Phoebe is discovered by a record producer who wants to make ""Smelly Cat"" a video. Ross's new relationship with Rachel makes Monica feel like she's living with her brother again... and she hates it.  And Joey considers moving back in with Chandler, but Chandler has a new roommate.",23,2,8.27,"['Record Producer', 'Horrible Woman', 'Eddie Menuek', 'Gunther']",9.501
1007805,1996-03-21,18,The One Where Dr. Ramoray Dies,"Chandler learns more about his new roommate, Eddie. Ross is stressed out to learn that Rachel had 'animal sex' with Paolo. Richard and Monica are uncomfortable to learn what their numbers of ex-lovers are. Joey's remarks to a fan magazine could cause him to lose his job playing Dr Ramoray.",23,2,8.077,"['Richard Burke', 'Mike Horton', 'Tilly', 'Amber', 'Messenger', 'Writer', 'Eddie Menuek', 'Gunther']",11.198625
86184,1996-03-28,19,The One Where Eddie Won't Go,"Creeped out by his bizarre new roommate, Chandler demands he move out; Eddie agrees... but won't go. Joey has trouble coming to grips with the death of Dr. Drake Ramoray and is facing some exorbitant bills. And a new book on women's empowerment inspires the ladies to have a ""goddess meeting.""",23,2,8.359,"['Casting Director', 'Estelle Leonard', 'Eddie Menuek', 'Gunther']",12.020666666666665
86207,1996-04-04,20,The One Where Old Yeller Dies,"Monica's new boyfriend impresses Chandler and Joey. Phoebe's world view is shattered when she finds out what she missed as a child, and Rachel resents the fact that Ross has planned their whole life together.",23,2,8.026,"['Richard Burke', 'Susan Bunch', 'Carol Willick']",25.722333333333335
86210,1996-04-25,21,The One with the Bullies,"Monica is broke and decides to gamble on the stock market, while Chandler and Ross run into a couple of bullies in Central Park. Rachel and Joey help Phoebe locate her father, but a vicious dog prevents Phoebe from finally meeting him.",23,2,8.026,"['Arthur', 'Carl', 'Mrs. Buffay', 'Frank Buffay Jr.', 'Gunther']",14.157599999999999
86212,1996-05-02,22,The One with the Two Parties,"Monica decides to hold a surprise birthday for Rachel, but everything goes wrong when Rachel's estranged parents turn up unexpectedly. The party then splits into two factions, but complications inevitably ensue.",23,2,8.658,"['Leonard Green', 'Sandra Green', 'Guest', 'Man', 'Gunther']",4.734
1007806,1996-05-09,23,The One with the Chicken Pox,"Phoebe's submariner ex-boyfriend visits New York on leave for 2 weeks from the Navy. Unfortunately, Phoebe catches chicken pox at Ben's first birthday party. When Monica realizes that Richard has no real neuroses, she worries that she is too strange for him. Chandler organizes a job as a processor for Joey.",23,2,8.103,"['Richard Burke', 'Ryan', 'Jeannie', 'Scott Alexander', 'Mr. Douglas']",16.8324
86229,1996-05-16,24,The One with Barry and Mindy's Wedding,"Rachel agrees to be maid of honor at her ex-fiancé's wedding; she relives the nightmare of her own failed wedding day. Meanwhile, Chandler becomes enamored with a woman he meets on the Internet, but is surprised when he finally meets her. Monica ponders her future with Richard.",23,2,8.179,"['Mindy', 'Richard Burke', 'Mrs. Weinberg', 'Wedding Planner', 'Barry Farber', 'Mr. Weinberg', 'Joel', 'Janice']",10.773875
86272,1996-09-16,1,The One with the Princess Leia Fantasy,"Ross reveals a fantasy to Rachel involving a certain ""Star Wars"" character. Monica suffers from insomnia after her breakup with Richard. And Chandler, back together with Janice, wants Joey to bond with her.",23,3,8.429,"['Jack Geller', 'Janice', 'Judy Geller']",18.218666666666667
86286,1996-09-26,2,The One Where No One's Ready,"In a race against the clock, a stressed Ross tries to get the gang dressed and ready for a black-tie benefit at the museum while Joey and Chandler clash over personal belongings and personal space.",23,3,8.61,"['Richard Burke', 'Sherman Whitfield']",22.5335
86277,1996-10-03,3,The One with the Jam,"Phoebe dates a man who thinks he's stalking her twin sister. Ross and Rachel give Chandler ""boyfriend"" lessons. Monica decides the best way to get over Richard is to keep herself busy, so she uses her free time to make jam and considers insemination via a sperm bank.",23,3,7.975,"['Malcolm', 'Janice', 'Gunther']",16.700666666666667
86278,1996-10-10,4,The One with the Metaphorical Tunnel,"Phoebe poses as Joey's agent and has some success in getting him auditions. Ross panics when he sees his son with a Barbie doll. Chandler is advancing in his relationship with Janice and, realizing that he has a fear of commitment, goes to the girls for advice.",23,3,8.026,"['Young Ross', 'Young Monica', 'Janice', 'Susan Bunch', 'Carol Willick', 'Ben Geller', 'Gunther']",9.92242857142857
86280,1996-10-17,5,"The One with Frank, Jr.","Phoebe's half-brother visits, but they have trouble bonding. Joey attempts to build an entertainment center. Ross is challenged to name the five celebrities he'd like to sleep with most.",23,3,8.077,"['Isabella Rossellini', 'Frank Buffay Jr.', 'Jasmine', 'Gunther']",21.502
86281,1996-10-31,6,The One with the Flashback,"When Janice asks the gang if any of them have ever slept together, the friends flash back to a time three years before.",23,3,8.75,"['Eric', 'Mr. Heckles', 'Betsy', 'Kiki', 'Waitress', 'Janice', 'Gunther']",7.723714285714286
86292,1996-11-07,7,The One with the Race Car Bed,"Monica buys a new bed from Janice's soon-to-be-ex-husband, ""The Mattress King"", but the wrong one is delivered.  Rachel's attempts to have her father and Ross bond fail, until she stops trying. Joey gets a job teaching a soap opera acting class.",23,3,8.237,"['Cal', 'Leonard Green', 'Mattress King', 'Delivery Man', 'Jester', 'Acting Student #1', 'Acting Student #2', 'Janice', 'Gunther']",6.557555555555556
86298,1996-11-14,8,The One with the Giant Poking Device,"When Phoebe believes she's killed the ugly naked guy across the street from Rachel and Monica, Joey constructs a long poking device. Joey and Monica catch Janice kissing her ex-husband; Chandler confronts Janice.",23,3,8.289,"['Janice', 'Ben Geller', 'Gunther']",9.572000000000001
86288,1996-11-21,9,The One with the Football,Emotions become the feast of the day when the gang plays a game of touch football on Thanksgiving. Joey and Chandler argue over who gets to date a model while Ross and Monica argue over winning in a case of sibling rivalry. [Thanksgiving Episode],23,3,8.474,['Margha'],5.09
86334,1996-12-12,10,The One Where Rachel Quits,Rachel makes a rash decision after Gunther tells her she needs to be retrained.  Phoebe tries to help Joey when he gets a job selling Christmas trees.  And Ross accidentally breaks a girl's leg and tries to make it up to her.,23,3,8.15,"['Sarah Tuttle', 'Mr. Kaplan Jr.', 'Charla Nichols', 'Troop Leader', 'Old Woman (voice)', 'Gunther']",10.6105
86340,1997-01-09,11,The One Where Chandler Can't Remember Which Sister,"Ross is suspicious about Rachel's possible job offer from a good-looking stranger.  And a drunken Chandler fools around with one of Joey's sisters, but he can't remember which one.",23,3,8.308,"['Mary Therese', 'Mr. Kaplan Jr.', 'Cookie', 'Nonna', 'Mary Angela', 'Gina', 'Dina', 'Mark Robinson', 'Tina Tribbiani (uncredited)', 'Noisy Upstairs Neighbour (voice) (uncredited)', 'Gunther']",5.494909090909091
